row_id,Game Name,Discount,Price,Rating,Release Date
1080,DOOMBLADE,-66%,"R$ 16,99",78.34%,May 2023
1081,Bloody Heaven 2,-65%,"R$ 5,94",78.31%,May 2024
1082,Jury - Episode 1: Before the Trial,-25%,"R$ 15,36",78.31%,Apr 2023
1083,Unravel Two,-75%,"R$ 27,25",78.25%,Jun 2018
1084,Resident Evil Revelations,-75%,"R$ 21,00",78.25%,May 2013
1085,Synergy,-30%,"R$ 51,79",78.24%,May 2024
1086,Craft Hero,-50%,"R$ 5,44",78.23%,Oct 2022
1087,Bear With Me - Collector's Edition,-14%,"R$ 98,43",78.18%,Feb 2018
1088,VR Regatta - The Sailing Game,-75%,"R$ 14,49",78.17%,Jan 2018
1089,Dungeons & Dragons: Chronicles of Mystara,-67%,"R$ 8,24",78.13%,Jun 2013
1090,Sovereign Syndicate,-30%,"R$ 41,99",78.13%,Jan 2024
1091,Pocket Cars,-40%,"R$ 29,99",78.12%,Jan 2020
1092,Lost Planet™: Extreme Condition,-77%,"R$ 5,74",78.09%,Jun 2007
1093,aMAZE,-72%,"R$ 1,95",78.08%,Mar 2017
1094,No King No Kingdom,-60%,"R$ 11,59",78.03%,Feb 2020
1095,Strike Force Heroes,-30%,"R$ 41,99",78.03%,Nov 2023
1096,Messy Up,-13%,"R$ 23,04",78.00%,Jun 2024
1097,Gal*Gun VR,-75%,"R$ 13,99",77.99%,Aug 2017
1098,Shootout on Cash Island,-70%,"R$ 2,09",77.99%,Jan 2018
1099,Techtonica,-34%,"R$ 58,73",77.99%,Nov 2024
1100,古剑奇谭(GuJian),-50%,"R$ 11,99",77.95%,Jul 2010
1101,Legend of Merchant,-25%,"R$ 5,24",77.95%,Dec 2016
1102,Xuan-Yuan Sword: Mists Beyond the Mountains,-50%,"R$ 22,24",77.90%,Jul 2023
1103,TrackMania² Canyon,-50%,"R$ 29,99",77.90%,Sep 2011
1104,Spirit Realm,-11%,"R$ 46,71",77.83%,Jun 2024
1105,Romance of the Three Kingdoms X with Power Up Kit,-66%,"R$ 19,71",77.81%,Dec 2017
1106,Legend of Homebody,-37%,"R$ 12,90",77.80%,Jul 2021
1107,Fairy Biography3 : Obsession,-30%,"R$ 10,15",77.80%,Mar 2023
1108,Quest Hunter,-80%,"R$ 11,99",77.79%,Mar 2019
1109,Volley Court,-40%,"R$ 12,29",77.78%,Nov 2022
1110,Rogue Waters,-20%,"R$ 71,19",77.78%,Sep 2024
1111,Shadowhand: RPG Card Game,-75%,"R$ 11,74",77.75%,Dec 2017
1112,Time Lock VR 2,-31%,"R$ 6,42",77.72%,Jul 2022
1113,GOD EATER 3,-90%,"R$ 22,99",77.71%,Feb 2019
1114,STRIDER™ / ストライダー飛竜®,-70%,"R$ 7,49",77.66%,Feb 2014
1115,Snowballs,-50%,"R$ 1,74",77.66%,Nov 2020
1116,Resident Evil 6,-75%,"R$ 21,00",77.62%,Mar 2013
1117,Okinawa Rush,-10%,"R$ 29,69",77.62%,Oct 2021
1118,Tales of Kenzera™: ZAU,-30%,"R$ 76,30",77.56%,Apr 2024
1119,Alice's Patchwork,-70%,"R$ 3,14",77.55%,Mar 2016
1120,Sentimental K,-69%,"R$ 19,68",77.55%,Jan 2022
1121,Dexodonex,-90%,"R$ 1,74",77.54%,Dec 2016
1122,Dying Light 2 Stay Human: Reloaded Edition,-60%,"R$ 116,00",77.52%,Feb 2022
1123,The Endless Journey,-40%,"R$ 12,41",77.52%,Jan 2018
1124,The Almost Gone,-80%,"R$ 4,13",77.49%,Jun 2020
1125,The Slaughter: Act One,-50%,"R$ 11,75",77.47%,Jan 2016
1126,X-Fitness,-32%,"R$ 33,64",77.46%,Dec 2020
1127,Nympho's Path,-20%,"R$ 5,59",77.42%,Jul 2022
1128,Nightmare Knight ~Sacred Maiden & Fallen Magic~,-10%,"R$ 49,49",77.41%,Nov 2024
1129,Tribe: Primitive Builder,-47%,"R$ 35,04",77.37%,Oct 2023
1130,Pile Up!,-40%,"R$ 14,99",77.35%,Jun 2023
1131,House Builder,-51%,"R$ 31,90",77.34%,Jan 2024
1132,阿比斯的宝藏 - Treasure of abyss,-80%,"R$ 2,89",77.33%,Sep 2018
1133,Path Of Wuxia,-50%,"R$ 63,08",77.31%,Nov 2022
1134,Citizens: Far Lands,-35%,"R$ 19,49",77.31%,Jul 2022
1135,Dr. Chatelet: Faith 神医,-20%,"R$ 13,59",77.31%,Nov 2022
1136,Electrician Simulator,-85%,"R$ 8,24",77.30%,Sep 2022
1137,球球少女/Pinball Girls,-40%,"R$ 4,49",77.30%,Feb 2021
1138,祖玛少女/Zuma Girls,-35%,"R$ 6,81",77.29%,May 2022
1139,Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),-50%,"R$ 1,74",77.28%,Dec 2018
1140,Kao the Kangaroo,-73%,"R$ 19,00",77.27%,May 2022
1141,The Last Soldier of the Ming Dynasty,-25%,"R$ 35,24",77.25%,Dec 2023
1142,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,-80%,"R$ 9,99",77.22%,Sep 2013
1143,Gary Grigsby's War in the West,-70%,"R$ 87,41",77.20%,Dec 2014
1144,Capitalism 2,-19%,"R$ 18,18",77.20%,Dec 2001
1145,Ancestors Legacy,-90%,"R$ 10,19",77.05%,May 2018
1146,Hentai Killer,-50%,"R$ 1,74",77.01%,Sep 2019
1147,Fading Afternoon,-40%,"R$ 35,99",77.00%,Sep 2023
1148,Gal Guardians: Demon Purge,-47%,"R$ 39,21",76.98%,Feb 2023
1149,Warlords Under Siege,-35%,"R$ 14,94",76.95%,Dec 2022
1150,Songs of Wuxia,-50%,"R$ 6,89",76.94%,Sep 2020
1151,Boy VS Genius 贫穷少年与校园名人的生死对决,-40%,"R$ 2,09",76.94%,Jun 2019
1152,DEPLOYMENT,-67%,"R$ 3,54",76.93%,Apr 2018
1153,The Wraith of the Galaxy,-18%,"R$ 13,34",76.92%,Feb 2023
1154,Dead Effect 2 VR,-25%,"R$ 45,64",76.88%,Oct 2017
1155,Turqu-chan in the Hentai Laboratory,-20%,"R$ 28,63",76.87%,Oct 2023
1156,MXGP 2020 - The Official Motocross Videogame,-90%,"R$ 14,95",76.85%,Dec 2020
1157,Sailing Era,-35%,"R$ 48,09",76.83%,Jan 2023
1158,Total Tank Simulator,-60%,"R$ 15,19",76.82%,May 2020
1159,The Adventure of Magical Girl,-73%,"R$ 1,75",76.80%,Jun 2018
1160,Realms of Magic,-70%,"R$ 11,39",76.80%,Jul 2022
1161,Ghost on the Shore,-20%,"R$ 43,20",76.80%,Feb 2022
1162,Monochrome Mobius: Rights and Wrongs Forgotten,-30%,"R$ 76,99",76.79%,Nov 2022
1163,Journey to the West Survivor,-50%,"R$ 10,24",76.77%,Mar 2024
1164,Aggressors: Ancient Rome,-81%,"R$ 16,90",76.74%,Aug 2018
1165,Ultros,-50%,"R$ 51,79",76.74%,Feb 2024
1166,Worms Crazy Golf,-80%,"R$ 3,99",76.72%,Oct 2011
1167,挂姬恶魔 IDLE DEVILS,-20%,"R$ 11,03",76.70%,Jan 2024
1168,Four Sided Fantasy,-90%,"R$ 3,29",76.69%,Aug 2016
1169,Kuroinu 2 Redux,-30%,"R$ 51,79",76.64%,Nov 2023
1170,Agent in Depth,-55%,"R$ 4,72",76.62%,Jan 2024
1171,Fantasy Quest Solitaire,-88%,"R$ 2,23",76.61%,Jan 2018
1172,MotoGP™22,-85%,"R$ 22,42",76.61%,Apr 2022
1173,Spells & Secrets,-62%,"R$ 38,49",76.61%,Nov 2023
1174,Naked Story,-22%,"R$ 72,07",76.57%,Jul 2019
1175,Resident Evil Revelations 2,-75%,"R$ 3,24",76.54%,Feb 2015
1176,Sinister Halloween,-9%,"R$ 21,85",76.49%,Oct 2019
1177,Ghostlore,-25%,"R$ 44,99",76.47%,May 2023
1178,Iwaihime,-80%,"R$ 11,59",76.46%,Oct 2020
1179,Barro,-86%,"R$ 4,68",76.45%,Mar 2018
1180,Melody/心跳旋律,-55%,"R$ 3,91",76.44%,Dec 2020
1181,Farm Manager 2021,-81%,"R$ 14,98",76.42%,May 2021
1182,Mech Armada,-80%,"R$ 7,59",76.42%,Jun 2022
1183,Hentai Girl Clicker,-20%,"R$ 5,19",76.41%,Jul 2021
1184,Byte Family,-90%,"R$ 1,74",76.38%,Oct 2016
1185,Watch_Dogs™,-75%,"R$ 23,74",76.38%,May 2014
1186,TrackMania² Valley,-50%,"R$ 29,99",76.37%,Jul 2013
1187,欢迎加入奇趣社,-50%,"R$ 16,49",76.35%,Apr 2023
1188,Oniken: Unstoppable Edition,-50%,"R$ 6,49",76.31%,Feb 2014
1189,Observation,-75%,"R$ 18,49",76.28%,May 2020
1190,Beyond Good & Evil - 20th Anniversary Edition,-20%,"R$ 79,99",76.24%,Jun 2024
1191,Advanced Tactics Gold,-67%,"R$ 29,36",76.23%,Apr 2011
1192,Combo Card Clashers,-25%,"R$ 28,86",76.22%,May 2024
1193,Miner Warfare,-69%,"R$ 3,25",76.16%,Apr 2012
1194,STAR WARS™ Battlefront,-75%,"R$ 14,75",76.12%,Nov 2015
1195,Daily Wife,-70%,"R$ 5,09",76.06%,Aug 2020
1196,Worms Clan Wars,-84%,"R$ 21,42",76.02%,Aug 2013
1197,RONIN: Two Souls CHAPTER 1,-92%,"R$ 2,31",76.01%,Feb 2021
1198,CD 2: Trap Master,-25%,"R$ 35,24",76.01%,Mar 2024
1199,Dead Rising® 2,-75%,"R$ 8,74",75.98%,Sep 2010
1200,Ninja Stealth 3,-8%,"R$ 4,02",75.98%,Dec 2017
1201,Easy Red,-20%,"R$ 11,03",75.96%,Dec 2017
1202,Zen Chess: Mate in Two,-45%,"R$ 1,91",75.95%,Apr 2019
1203,Need for Speed™ Most Wanted,-75%,"R$ 14,75",75.91%,Oct 2012
1204,Among Ass,-90%,"R$ 1,74",75.82%,Dec 2020
1205,Horace,-70%,"R$ 8,69",75.82%,Jul 2019
1206,JQ: dogs & cats,-50%,"R$ 1,74",75.82%,Mar 2018
1207,Auto Sale Life,-20%,"R$ 17,59",75.79%,Sep 2024
1208,Seifuku Kanojo,-32%,"R$ 60,51",75.77%,Apr 2024
1209,MWNeus,-17%,"R$ 27,38",75.77%,Aug 2024
1210,Storage Hunter Simulator,-11%,"R$ 67,46",75.76%,Oct 2024
1211,Monster,-50%,"R$ 3,24",75.74%,Sep 2022
1212,Legend of Mortal,-10%,"R$ 53,99",75.72%,Jun 2024
1213,The spy who shot me™,-60%,"R$ 9,11",75.70%,Jan 2019
1214,Moving Out,-80%,"R$ 11,98",75.69%,Apr 2020
1215,Hentai Boy,-50%,"R$ 1,74",75.69%,May 2021
1216,Strategic Mind: Spectre of Communism,-50%,"R$ 28,99",75.68%,Nov 2020
1217,HSS:Reload,-21%,"R$ 23,69",75.66%,Sep 2024
1218,Gone Home,-76%,"R$ 11,27",75.63%,Aug 2013
1219,SOS OPS!,-75%,"R$ 3,75",75.62%,Nov 2023
1220,Skybreakers,-45%,"R$ 16,49",75.61%,Nov 2023
1221,Ten Dates,-35%,"R$ 32,49",75.60%,Feb 2023
1222,Eiyuden Chronicle: Hundred Heroes,-35%,"R$ 129,99",75.60%,Apr 2024
1223,All You Can Eat,-70%,"R$ 2,99",75.54%,Jul 2017
1224,ARIA CHRONICLE,-50%,"R$ 17,49",75.54%,Jul 2020
1225,Moving Out 2,-28%,"R$ 108,88",75.52%,Aug 2023
1226,Ark of Charon,-40%,"R$ 39,06",75.51%,Nov 2024
1227,Capitalism Plus,-50%,"R$ 5,99",75.50%,Oct 1995
1228,Endzone - A World Apart,-85%,"R$ 10,49",75.47%,Mar 2021
1229,Ghosts 'n Goblins Resurrection,-67%,"R$ 29,69",75.47%,Jun 2021
1230,H Chan,-30%,"R$ 2,44",75.47%,Jun 2019
1231,"SEX, BEACH & GIRLS ⛱ 💦",-25%,"R$ 17,62",75.46%,Aug 2024
1232,Animal Fight Club,-20%,"R$ 13,59",75.45%,Apr 2019
1233,WE ARE FOOTBALL 2024,-38%,"R$ 30,99",75.40%,Mar 2024
1234,Party Animals,-40%,"R$ 38,97",75.39%,Sep 2023
1235,Bish Bash Bots,-30%,"R$ 69,99",75.38%,Oct 2023
1236,GOD EATER 2 Rage Burst,-90%,"R$ 19,25",75.34%,Aug 2016
1237,Perfect Partner,-50%,"R$ 14,99",75.34%,Jun 2023
1238,CountryBalls Heroes,-50%,"R$ 14,49",75.33%,Nov 2021
1239,Alice's Patchworks 2,-70%,"R$ 3,14",75.32%,Oct 2016
1240,The Forest of Doom (Standalone),-50%,"R$ 5,24",75.31%,Oct 2014
1241,Railroads & Catacombs,-25%,"R$ 39,36",75.31%,Sep 2023
1242,Lumencraft,-75%,"R$ 14,99",75.30%,Feb 2023
1243,The Complex,-54%,"R$ 21,61",75.27%,Mar 2020
1244,Sword Art Online Re: Hollow Fragment,-75%,"R$ 9,49",75.24%,Aug 2018
1245,Pawn Planet,-20%,"R$ 26,39",75.21%,Aug 2024
1246,Rogue Spirit,-40%,"R$ 35,99",75.17%,Mar 2023
1247,Hidden Cats In Town,-30%,"R$ 4,89",75.17%,Apr 2023
1248,Dead Rising 2: Off the Record,-75%,"R$ 9,99",75.12%,Oct 2011
1249,Drake Hollow,-75%,"R$ 24,99",75.09%,Oct 2020
1250,Narita Boy,-90%,"R$ 13,39",75.03%,Mar 2021
1251,Scorn,-75%,"R$ 49,75",75.00%,Oct 2022
1252,Zero Caliber VR,-60%,"R$ 22,39",75.00%,Jul 2023
1253,Neko Candy Shop,-50%,"R$ 1,74",74.95%,Sep 2021
1254,RPG Maker VX,-90%,"R$ 10,79",74.93%,Feb 2008
1255,Dead Rising 3 Apocalypse Edition,-80%,"R$ 16,99",74.92%,Sep 2014
1256,Greak: Memories of Azur,-75%,"R$ 26,22",74.92%,Aug 2021
1257,Pathless Woods,-16%,"R$ 50,39",74.92%,Apr 2024
1258,Monolith,-30%,"R$ 32,89",74.91%,Oct 2023
1259,Northend Tower Defense,-30%,"R$ 18,54",74.90%,Sep 2024
1260,Mega Man X Legacy Collection,-60%,"R$ 26,76",74.87%,Jul 2018
1261,Star Trucker,-20%,"R$ 59,19",74.86%,Sep 2024
1262,古剑奇谭二(GuJian2),-50%,"R$ 14,99",74.82%,Aug 2013
1263,Giana Sisters: Twisted Dreams,-80%,"R$ 9,99",74.80%,Oct 2012
1264,The Third Day,-50%,"R$ 1,74",74.80%,Mar 2021
1265,SEX with HITLER: WW2,-45%,"R$ 7,58",74.77%,Mar 2023
1266,Koi,-50%,"R$ 1,74",74.76%,Feb 2019
1267,63 Days,-46%,"R$ 76,43",74.75%,Sep 2024
1268,江华号,-50%,"R$ 16,49",74.74%,Dec 2023
1269,The Grey Dream,-27%,"R$ 30,65",74.74%,Jan 2024
1270,The Amazing Shrinking Giraffe,-25%,"R$ 10,49",74.72%,Feb 2020
1271,Quadrober Simulator,-40%,"R$ 2,09",74.65%,Oct 2024
1272,Shattered Heaven,-50%,"R$ 29,99",74.64%,Nov 2023
1273,Nope Nope Nurses,-70%,"R$ 11,39",74.59%,Jan 2022
1274,Minesweeper Ultimate,-50%,"R$ 5,24",74.58%,Sep 2021
1275,Dead Drop,-90%,"R$ 1,74",74.56%,Apr 2017
1276,Super Dungeon Boy,-50%,"R$ 1,74",74.56%,Nov 2017
1277,Master Spy,-90%,"R$ 1,99",74.55%,Sep 2015
1278,Final Vendetta,-75%,"R$ 11,87",74.52%,Jun 2022
1279,The Uncertain: Last Quiet Day,-50%,"R$ 20,14",74.52%,Sep 2016
1280,Sex Chess,-75%,"R$ 8,24",74.49%,Nov 2022
1281,Maiden Cops,-20%,"R$ 26,39",74.46%,Sep 2024
1282,Fe,-75%,"R$ 27,25",74.45%,Feb 2018
1283,OVER‧DeviL: Legend of the sacred stone,-25%,"R$ 35,24",74.44%,Oct 2023
1284,The Shapeshifting Detective,-57%,"R$ 20,20",74.40%,Nov 2018
1285,Untamed Tactics,-55%,"R$ 26,99",74.36%,Aug 2023
1286,幸存者少女/Survivor Girls,-21%,"R$ 5,52",74.31%,Dec 2023
1287,Tree Bonsai,-50%,"R$ 1,74",74.27%,Sep 2019
1288,Tiny Brains,-80%,"R$ 4,13",74.23%,Dec 2013
1289,Marine Park Empire,-75%,"R$ 3,49",74.23%,Aug 2004
1290,Second Sight,-75%,"R$ 5,17",74.21%,Feb 2005
1291,The Flame in the Flood,-80%,"R$ 9,99",74.20%,Feb 2016
1292,CARNAGE OFFERING,-55%,"R$ 14,84",74.19%,Apr 2022
1293,Dragon Marked For Death,-50%,"R$ 37,74",74.17%,Apr 2020
1294,Flintlock: The Siege of Dawn,-30%,"R$ 83,30",74.17%,Jul 2024
1295,Twin Mirror,-75%,"R$ 38,24",74.16%,Dec 2021
1296,The Book of Warriors,-40%,"R$ 16,20",74.15%,Jul 2023
1297,Lifeless Planet Premier Edition,-60%,"R$ 14,11",74.12%,Jun 2014
1298,Galagan's Island: Reprymian Rising,-90%,"R$ 1,74",74.11%,Jun 2015
1299,Aeterna Noctis,-75%,"R$ 22,24",74.11%,Dec 2021
1300,Lifeless Moon,-20%,"R$ 30,39",74.09%,Aug 2023
1301,Black Hole Simulator,-50%,"R$ 3,49",74.06%,Sep 2020
1302,Among Ass 2: Butt Warfare,-50%,"R$ 1,74",74.03%,Apr 2021
1303,NARUTO: Ultimate Ninja STORM,-75%,"R$ 19,97",74.02%,Aug 2017
1304,Phantom Rose,-50%,"R$ 14,49",74.02%,Aug 2019
1305,Flotsam,-25%,"R$ 35,61",73.99%,Sep 2019
1306,Accident,-45%,"R$ 28,69",73.96%,Sep 2021
1307,The Adventures of MICOCO,-40%,"R$ 14,10",73.93%,Nov 2022
1308,LIBERATED,-27%,"R$ 56,81",73.93%,Jul 2020
1309,True or False Universe,-40%,"R$ 10,18",73.92%,Nov 2017
1310,Furry Nya,-50%,"R$ 1,74",73.91%,Jun 2020
1311,Lotus Lantern: Rescue Mother,-30%,"R$ 23,09",73.91%,Apr 2024
1312,Evil Bank Manager,-50%,"R$ 12,44",73.90%,Dec 2018
1313,Epic Chef,-90%,"R$ 13,39",73.89%,Nov 2021
1314,Escape Doodland,-92%,"R$ 2,63",73.88%,Nov 2018
1315,aMAZE Classic,-72%,"R$ 1,95",73.88%,May 2018
1316,Mass Effect™: Andromeda Deluxe Edition,-80%,"R$ 41,80",73.87%,Mar 2017
1317,No.BreakBrick,-30%,"R$ 2,44",73.87%,Apr 2023
1318,Mega City Force,-25%,"R$ 35,24",73.84%,Jul 2023
1319,Gravity Field,-95%,"R$ 4,44",73.79%,Feb 2023
1320,GravNewton,-86%,"R$ 2,37",73.77%,Jul 2017
1321,The Manga Works,-50%,"R$ 9,29",73.72%,Jul 2022
1322,Mega Man X Legacy Collection 2,-60%,"R$ 26,76",73.65%,Jul 2018
1323,Deathbound,-30%,"R$ 38,18",73.60%,Aug 2024
1324,Car Detailing Simulator,-44%,"R$ 30,49",73.58%,Apr 2022
1325,Shadow Legend VR,-50%,"R$ 23,74",73.50%,Mar 2019
1326,Crypto Girls [18+] - SEXCoin,-75%,"R$ 3,62",73.45%,Nov 2021
1327,Infection Free Zone,-20%,"R$ 55,20",73.41%,Apr 2024
1328,Santa Rockstar,-8%,"R$ 16,12",73.41%,Dec 2016
1329,Rover Mechanic Simulator,-55%,"R$ 37,81",73.40%,Nov 2020
1330,Gravity Den,-90%,"R$ 1,74",73.35%,Apr 2016
1331,Trials Evolution: Gold Edition,-75%,"R$ 14,99",73.35%,Mar 2013
1332,ONE.,-20%,"R$ 47,99",73.32%,Dec 2023
1333,Dragon Is Dead,-10%,"R$ 53,99",73.31%,Jun 2024
1334,Buddy and Lucky Solitaire,-40%,"R$ 6,29",73.28%,Jun 2021
1335,The Witcher Adventure Game,-85%,"R$ 4,49",73.20%,Nov 2014
1336,"NejicomiSimulator Vol.1 (Gapping, Amputee sex slave, Petrify, Time Stop)",-50%,"R$ 60,00",73.19%,Apr 2021
1337,Lust Galaxy 🪐 🔞,-30%,"R$ 23,09",73.19%,Aug 2024
1338,Astronite,-75%,"R$ 7,49",73.16%,Nov 2022
1339,Indies' Lies,-70%,"R$ 14,09",73.16%,Jan 2023
1340,Rogue Port - Red Nightmare,-90%,"R$ 1,74",73.14%,May 2016
1341,Furry Cyberfucker II,-60%,"R$ 5,79",73.14%,Jul 2022
1342,PuPu's Adventure Park,-20%,"R$ 37,59",73.14%,Jul 2023
1343,Katy and Bob Way Back Home,-57%,"R$ 11,03",73.13%,Oct 2017
1344,SATANIC PANIC 666,-90%,"R$ 1,74",73.09%,Jun 2021
1345,The Matriarch,-30%,"R$ 7,62",73.09%,Sep 2022
1346,Raiders! Forsaken Earth,-28%,"R$ 33,69",73.08%,Nov 2020
1347,Kuroinu Redux,-30%,"R$ 41,99",73.07%,May 2023
1348,SPACERIFT: Arcanum System,-70%,"R$ 17,99",73.03%,Dec 2020
1349,MechDefender - Tower Defense,-50%,"R$ 1,74",73.02%,Mar 2020
1350,XiuzhenWorld,-30%,"R$ 23,09",73.02%,Apr 2024
1351,Tetropunk,-90%,"R$ 1,74",72.96%,Dec 2017
1352,Wanking Simulator,-92%,"R$ 2,63",72.95%,Mar 2020
1353,Serial Cleaners,-70%,"R$ 31,20",72.95%,Sep 2022
1354,Doom & Destiny Worlds,-70%,"R$ 14,99",72.95%,Sep 2020
1355,Classified: France '44,-50%,"R$ 89,99",72.93%,Mar 2024
1356,Need for Speed™ Rivals,-50%,"R$ 29,50",72.93%,Nov 2013
1357,SELF,-50%,"R$ 5,00",72.92%,Jan 2020
1358,Stranded In Time,-50%,"R$ 1,74",72.92%,Jul 2015
1359,宝石少女/Girl & Gem Magic,-30%,"R$ 4,89",72.91%,Mar 2023
1360,Steel Division: Normandy 44,-70%,"R$ 21,59",72.90%,May 2017
1361,Mom got stuck in the washing machine,-30%,"R$ 7,34",72.89%,Jul 2023
1362,Sounds of Verity,-70%,"R$ 5,09",72.85%,Mar 2018
1363,Doodle God,-66%,"R$ 4,42",72.81%,Sep 2015
1364,Corsairs Legacy - Pirate Action RPG & Sea Battles,-20%,"R$ 43,99",72.78%,Jan 2024
1365,Bravery and Greed,-60%,"R$ 23,60",72.77%,Nov 2022
1366,Lonesome Village,-40%,"R$ 22,79",72.74%,Nov 2022
1367,Dofamine,-60%,"R$ 13,65",72.70%,Oct 2020
1368,MagicShop3D,-20%,"R$ 13,59",72.68%,Jun 2022
1369,Black & White,-35%,"R$ 30,54",72.66%,Mar 2023
1370,Sex with Teachers,-75%,"R$ 1,74",72.65%,Sep 2022
1371,Rustler (Grand Theft Horse),-80%,"R$ 9,49",72.64%,Feb 2021
1372,Doodle Devil,-70%,"R$ 6,20",72.64%,May 2017
1373,Gravel,-90%,"R$ 9,95",72.59%,Feb 2018
1374,Caribbean Legend,-35%,"R$ 57,84",72.56%,Feb 2024
1375,Disco Simulator,-53%,"R$ 24,92",72.55%,Mar 2024
1376,Estate Agent Simulator,-25%,"R$ 37,49",72.54%,Nov 2023
1377,Terrain of Magical Expertise,-80%,"R$ 11,99",72.49%,Sep 2021
1378,Path of Kung Fu,-10%,"R$ 42,29",72.47%,Sep 2024
1379,Strategic Mind: The Pacific,-60%,"R$ 23,19",72.46%,Oct 2019
1380,Dead Space™ 3,-80%,"R$ 11,80",72.45%,Feb 2013
1381,Puzzle Cube,-72%,"R$ 1,95",72.44%,Oct 2016
1382,WW2: Bunker Simulator,-70%,"R$ 7,46",72.43%,Oct 2022
1383,VR Ping Pong,-80%,"R$ 3,99",72.42%,Sep 2016
1384,American Theft 80s,-73%,"R$ 16,19",72.40%,Jun 2022
1385,Super Mega Baseball™ 4,-70%,"R$ 95,70",72.40%,Jun 2023
1386,MAGICAL ANGEL FAIRY HEART,-50%,"R$ 10,24",72.36%,May 2022
1387,Xuan-Yuan Sword: The Cloud of Han,-50%,"R$ 19,50",72.35%,Jan 2023
1388,Kao the Kangaroo (2000 re-release),-50%,"R$ 4,99",72.34%,Apr 2023
1389,Card Detective,-20%,"R$ 11,03",72.34%,Dec 2023
1390,FURRY HITLER,-60%,"R$ 5,79",72.33%,May 2022
1391,Jade Empire™: Special Edition,-75%,"R$ 14,75",72.27%,Feb 2007
1392,Suzukuri Dungeon: Karin in the Mountain,-20%,"R$ 59,19",72.25%,Aug 2024
1393,Fort Defense,-85%,"R$ 4,49",72.24%,May 2015
1394,Arena Renovation,-60%,"R$ 32,29",72.22%,Jan 2024
1395,Crossroad,-80%,"R$ 3,71",72.18%,Feb 2018
1396,SPACE ACCIDENT,-95%,"R$ 3,34",72.17%,Feb 2022
1397,Bottle: Pilgrim Redux,-75%,"R$ 3,44",72.16%,Nov 2017
1398,Picture Perfect,-50%,"R$ 23,49",72.15%,Aug 2020
1399,Lodventure,-55%,"R$ 21,14",72.13%,Dec 2023
1400,JQ: chemistry,-50%,"R$ 1,74",72.12%,Apr 2018
1401,Earthworms,-88%,"R$ 2,45",72.08%,Feb 2018
1402,Glimmer in Mirror,-25%,"R$ 29,25",72.08%,Jan 2023
1403,Adorables,-90%,"R$ 1,74",72.05%,Mar 2016
1404,Furry Sex 2,-75%,"R$ 1,74",72.04%,Jan 2023
1405,Mega Man Zero/ZX Legacy Collection,-67%,"R$ 32,96",72.04%,Feb 2020
1406,Drizzlepath: Deja Vu,-75%,"R$ 3,44",72.03%,May 2018
1407,Mass Effect™ 3 N7 Digital Deluxe Edition (2012),-67%,"R$ 52,47",72.03%,Mar 2012
1408,Final Soccer VR,-50%,"R$ 18,49",71.95%,Nov 2016
1409,Ember,-65%,"R$ 6,99",71.93%,Sep 2016
1410,The Awakener: Forgotten Oath,-50%,"R$ 26,24",71.93%,Nov 2023
1411,BLACK CLOVER: QUARTET KNIGHTS,-90%,"R$ 14,99",71.92%,Sep 2018
1412,Nickelodeon All-Star Brawl 2,-60%,"R$ 53,99",71.92%,Nov 2023
1413,PUSSY 2,-50%,"R$ 1,74",71.89%,Mar 2019
1414,Hell Division,-42%,"R$ 10,19",71.86%,Jun 2022
1415,Joe Dever's Lone Wolf HD Remastered,-90%,"R$ 4,99",71.85%,Nov 2014
1416,Outward Definitive Edition,-88%,"R$ 23,88",71.83%,May 2022
1417,"Honey, I Joined a Cult",-66%,"R$ 39,40",71.83%,Nov 2022
1418,Elder Legacy: Survival,-26%,"R$ 33,30",71.82%,Oct 2024
1419,Plague M.D.,-20%,"R$ 9,91",71.82%,Nov 2020
1420,War Mongrels,-70%,"R$ 14,68",71.81%,Oct 2021
1421,Hot Hentai,-75%,"R$ 1,74",71.80%,Jul 2022
1422,Dinosaur Fossil Hunter,-32%,"R$ 56,95",71.79%,May 2022
1423,GRID Legends,-80%,"R$ 63,80",71.76%,Feb 2022
1424,The Guest,-90%,"R$ 1,99",71.74%,Mar 2016
1425,Room of Depression,-50%,"R$ 10,24",71.74%,May 2023
1426,Ash of Gods: Redemption,-28%,"R$ 53,63",71.71%,Mar 2018
1427,Ninja Stealth 4,-50%,"R$ 1,74",71.69%,Aug 2021
1428,Cyberpunk SFX,-54%,"R$ 32,63",71.65%,Nov 2020
1429,下一站江湖Ⅱ,-20%,"R$ 59,19",71.65%,Apr 2024
1430,Zoo Simulator,-21%,"R$ 35,85",71.56%,Jul 2024
1431,Ankora: Lost Days,-70%,"R$ 8,69",71.54%,Sep 2022
1432,Furry Orgasm,-75%,"R$ 1,74",71.53%,Jul 2022
1433,Beeftacular,-50%,"R$ 8,49",71.52%,Aug 2016
1434,Stranded Sails - Explorers of the Cursed Islands,-88%,"R$ 5,33",71.51%,Oct 2019
1435,Castle Cardians,-50%,"R$ 20,49",71.46%,Oct 2021
1436,Lost Castle 2,-10%,"R$ 42,29",71.41%,Jul 2024
1437,CATGIRL LOVER 2,-55%,"R$ 3,14",71.38%,Oct 2019
